time,Ri_Fx_Mi,Ri_Fy_Mi,Ri_Fz_Mi,Ri_rx_MiMj,Ri_ry_MiMj,Ri_rz_MiMj,Ri_vx_MiMj,Ri_vy_MiMj,Ri_vz_MiMj,k,c,sigma0,sigma1,sigma2,alpha,mu_s,mu_c,v_s,z,der(z)
1.960000000000002,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
1.970000000000002,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
1.980000000000002,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
1.990000000000002,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.000000000000001,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.010000000000001,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.020000000000001,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.030000000000001,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.04,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.05,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.06,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.07,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.08,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.089999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.099999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.109999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.119999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.129999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.139999999999998,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.149999999999998,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.159999999999998,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.169999999999998,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.179999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.189999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.199999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.209999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.219999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.229999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.239999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.249999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.259999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.269999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.279999999999995,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.289999999999995,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.299999999999995,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.309999999999995,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.319999999999995,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.329999999999994,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.339999999999994,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.349999999999994,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.359999999999994,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.369999999999993,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.379999999999993,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.389999999999993,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.399999999999993,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.409999999999993,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.419999999999992,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.429999999999992,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.439999999999992,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.449999999999992,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.459999999999992,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.469999999999991,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.479999999999991,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.489999999999991,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.499999999999991,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.50999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.51999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.52999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.53999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.54999999999999,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.559999999999989,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.569999999999989,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.579999999999989,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.589999999999989,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.599999999999989,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.609999999999988,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.619999999999988,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.629999999999988,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.639999999999988,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.649999999999987,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.659999999999987,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.669999999999987,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.679999999999987,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.689999999999987,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.699999999999986,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.709999999999986,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.719999999999986,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.729999999999986,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.739999999999986,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.749999999999985,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.759999999999985,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.769999999999985,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.779999999999985,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.789999999999984,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.799999999999984,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.809999999999984,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.819999999999984,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.829999999999984,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.839999999999983,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.849999999999983,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.859999999999983,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.869999999999983,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.879999999999983,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.889999999999982,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.899999999999982,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.909999999999982,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.919999999999982,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.929999999999982,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.939999999999981,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.949999999999981,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.959999999999981,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.969999999999981,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.97999999999998,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.98999999999998,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
2.99999999999998,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.00999999999998,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.01999999999998,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.029999999999979,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.039999999999979,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.049999999999979,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.059999999999979,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.069999999999979,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.079999999999978,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.089999999999978,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.099999999999978,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.109999999999978,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.119999999999977,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.129999999999977,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.139999999999977,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.149999999999977,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.159999999999977,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.169999999999976,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.179999999999976,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.189999999999976,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.199999999999976,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.209999999999976,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.219999999999975,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.229999999999975,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.239999999999975,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.249999999999975,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.259999999999974,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.269999999999974,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.279999999999974,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.289999999999974,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.299999999999974,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.309999999999973,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.319999999999973,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.329999999999973,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.339999999999973,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.349999999999973,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.359999999999972,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.369999999999972,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.379999999999972,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.389999999999972,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.399999999999971,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.409999999999971,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.419999999999971,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.429999999999971,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.439999999999971,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.44999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.45999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.46999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.47999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.48999999999997,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.499999999999969,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.509999999999969,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.519999999999969,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.529999999999969,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.539999999999969,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.549999999999968,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.559999999999968,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.569999999999968,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.579999999999968,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.589999999999967,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.599999999999967,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.609999999999967,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.619999999999967,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.629999999999967,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.639999999999966,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.649999999999966,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.659999999999966,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.669999999999966,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.679999999999966,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.689999999999965,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.699999999999965,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.709999999999965,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.719999999999965,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.729999999999964,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.739999999999964,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.749999999999964,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.759999999999964,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.769999999999964,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.779999999999963,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.789999999999963,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.799999999999963,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.809999999999963,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.819999999999963,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.829999999999962,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.839999999999962,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.849999999999962,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.859999999999962,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.869999999999961,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.879999999999961,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.889999999999961,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.899999999999961,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.909999999999961,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.91999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.92999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.93999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.94999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.95999999999996,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.969999999999959,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
3.979999999999959,-nan,-nan,-nan,0,0,0,0,0,0,50,50,0.01,0.01,0.1,1,0.6,0.43,1,-nan,-nan
